,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Revenue
0,0.5072280472465313,0.9570602140608212,-0.39647790101721353,-0.24493050612963665,-0.46615118811450357,-0.40591011468514293,-0.45768299649364935,-0.5923930154345194,-0.31717784430961626,-0.3088213656157659,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,4.11989108135632,1.3255858233357678,4.3275412835943925,0.8056798282737957,3.176451091885013,2.6443842163286284,-0.40547597919354034,-0.6654168123533407,-0.31717784430961626,-0.3088213656157659,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.48863638737375986,-0.4900450956921066,-0.45768299649364935,-0.6805862850391334,-0.31717784430961626,-0.3088213656157659,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3,-0.09488245843843363,-0.287481208400636,-0.39647790101721353,-0.24493050612963665,-0.48863638737375986,-0.5611156386545106,-0.11394367373336037,-0.3719098208445533,-0.31717784430961626,-0.3088213656157659,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4,2.0125043114589434,3.7240435016129125,-0.39647790101721353,-0.24493050612963665,-0.2862695940404534,0.24061781823570336,-0.45768299649364935,-0.4199261528597888,1.1892066154108103,-0.3088213656157659,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5,0.20617279440404881,0.15942230239234176,-0.39647790101721353,-0.24493050612963665,0.8604755681816166,0.4219833241985967,-0.45768299649364935,-0.8006271253664377,-0.31717784430961626,-0.3088213656157659,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6,3.8188358285138375,1.2658384834602294,-0.39647790101721353,-0.24493050612963665,0.02852319558913445,-0.2265493157513402,-0.30054501566052094,-0.45846988327711385,-0.31717784430961626,-0.3088213656157659,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.44366598885524733,-0.572612344133723,3.191242050646638,3.0710199657631683,-0.31717784430961626,3.713114137993839,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,0.320830785959466,0.5323081488464131,0.25968601684872633,0.23947834644266547,-0.31717784430961626,4.71859801389624,0,0,0,0,0,0,1,0,0,0,0,0,1,0
9,1.4103938057739784,0.18912158633744472,0.3908586297513874,-0.12177510178753377,-0.15135839848491575,-0.16730992788208932,-0.45768299649364935,-0.6323158917154349,2.6089295887874595,-0.3088213656157659,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10,-0.09488245843843363,-0.3429198717648282,-0.39647790101721353,-0.24493050612963665,0.2983455867002097,-0.32076357289640667,-0.3660191880905638,-0.7834784397706601,-0.31717784430961626,-0.3088213656157659,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11,1.109338552931496,2.7871018057257366,0.3908586297513874,-0.24493050612963665,0.02852319558913445,0.39308105447279285,-0.3363632367326273,-0.4624003224309963,-0.31717784430961626,-0.3088213656157659,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12,-0.6969929641233985,-0.4571914023726529,-0.39647790101721353,-0.24493050612963665,-0.6460327821885538,-0.5731349216555054,-0.45768299649364935,0.485524808777646,-0.31717784430961626,-0.3088213656157659,0,1,0,0,0,0,0,0,0,0,0,0,1,0
